id,course,wandCore,sex,bloodStatus,house,result,Defence against the dark arts exam,Flying exam,Astronomy exam,Herbology exam,Divinations exam,Charms exam,History of magic exam,Arithmancy exam,Muggle studies exam,Study of ancient runes exam,Transfiguration exam,Potions exam,Care of magical creatures exam,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40
260,2,dragon heartstring,female,half-blood,Hufflepuff,-32,50,34,31,81,28,24,17,13,33,18,23,58,85.89328050200254,3,0,4,-4,-8,-6,25,2,0,-1,3,-6,0,-16,3,6,-3,1,-7,18,-1,9,5,0,1,-23,-9,3,-12,-1,6,10,-4,4,2,2,-4,-21,-8,-5
261,4,unicorn hair,female,pure-blood,Hufflepuff,63,23,54,45,77,14,60,11,56,40,61,50,31,88.327568606998625,14,25,7,11,-8,-1,-21,2,11,-1,10,21,-22,1,5,-6,2,-5,14,-11,-24,2,-3,4,-5,7,-1,-7,10,-5,9,-20,18,-19,13,3,11,19,-3,6
262,7,dragon heartstring,female,half-blood,Hufflepuff,27,19,47,57,77,10,44,15,43,46,45,35,29,60.51382221682918,7,2,4,1,0,-7,-19,-1,-4,2,3,5,0,8,4,28,9,13,-3,23,-2,-12,-2,-2,2,7,0,3,-7,1,2,1,4,-3,-22,-13,11,-2,3,-17
263,5,dragon heartstring,male,half-blood,Gryffindor,49,32,53,72,77,18,42,24,52,36,44,49,65,88.92274367442712,11,6,-5,0,-6,4,8,-7,-3,2,24,-1,-8,9,7,-3,-7,22,-6,4,-3,0,-7,1,1,4,-5,-4,-6,1,5,6,-8,-19,3,4,0,6,1,18
264,1,phoenix feather,male,half-blood,Slytherin,-41,17,33,24,74,20,24,0,46,37,14,19,93,93.58707113633214,2,2,-7,-1,1,-1,-2,27,-7,9,15,-7,-2,6,-15,4,-5,-1,-2,-6,-6,-5,-5,-8,-6,-7,0,-7,5,1,-6,12,-8,-1,2,0,5,-9,1,-9
265,6,phoenix feather,female,pure-blood,Ravenclaw,185,80,66,79,100,33,74,30,70,95,64,80,22,84.19436459317087,-2,-2,-12,12,10,3,2,4,15,10,5,3,14,5,-4,9,-2,9,-8,3,4,13,3,16,9,1,-3,7,14,3,2,6,5,18,-1,-3,20,-4,-7,8
266,6,phoenix feather,female,pure-blood,Gryffindor,-36,20,58,21,78,17,33,9,28,37,1,32,66,98.26135014682028,9,-2,-4,2,-9,-15,-3,-8,-14,3,19,3,-6,10,8,-9,-3,7,28,2,1,3,10,-3,-5,-6,-1,-8,4,0,10,-20,-9,6,-12,-7,-4,0,-8,-5
267,1,phoenix feather,male,half-blood,Ravenclaw,163,81,66,70,97,21,62,32,79,69,55,62,39,84.8524300968869,13,8,27,-4,-4,5,-5,4,-3,6,8,1,-1,1,-3,-10,0,2,6,23,9,-6,-5,21,12,11,6,19,-3,19,8,15,-1,-3,2,-10,0,-12,7,0
268,5,phoenix feather,female,pure-blood,Ravenclaw,48,24,53,32,80,17,34,14,48,21,19,47,41,90.74582119615576,5,5,-1,-6,1,4,-5,6,-21,10,1,-4,5,-9,-3,-2,2,0,-8,-1,-22,0,-18,-12,4,1,5,4,23,23,12,21,28,6,-4,0,1,-9,-1,7
269,6,unicorn hair,female,half-blood,Hufflepuff,-34,63,28,26,73,31,30,1,24,42,25,25,58,63.49470243067979,5,-5,4,-11,-9,3,0,0,14,6,4,-4,0,6,12,-5,-18,4,3,1,5,4,0,-6,-1,5,11,3,-11,2,3,2,9,-10,-3,-29,-5,-21,-1,-1
270,2,dragon heartstring,male,half-blood,Gryffindor,-24,18,51,34,68,25,26,18,47,46,3,16,8,97.62494811438955,9,-10,12,-2,0,24,14,-3,-20,-6,-5,-15,11,-20,3,-7,0,-8,2,3,7,0,-11,2,2,11,7,4,-12,-2,4,2,4,4,-2,22,-16,-3,-16,-13
271,2,dragon heartstring,female,pure-blood,Hufflepuff,44,30,59,61,96,6,49,24,52,61,49,67,30,83.60614131722957,-4,0,-6,-3,-7,2,-10,14,-5,-1,-14,6,13,-13,5,0,5,1,4,25,0,5,3,15,-8,-10,-11,-7,-9,-9,4,9,12,5,-7,6,3,10,16,5
272,3,phoenix feather,male,half-blood,Hufflepuff,37,13,50,61,100,5,40,0,45,50,40,47,5,90.04628948221341,0,5,-20,5,-1,-5,-24,3,-11,-3,7,9,-1,8,-6,2,5,-14,8,3,25,1,6,22,-1,6,2,-1,5,2,14,-6,3,-13,-3,-10,0,-2,8,9
273,2,dragon heartstring,male,half-blood,Slytherin,-130,20,37,28,44,25,11,0,7,31,18,15,88,95.7567069795914,-6,2,-20,-5,6,-12,3,-6,2,5,-10,-22,3,20,-9,-2,-3,-6,-2,3,14,-22,-2,-12,-1,-2,0,1,-6,0,-11,5,4,-8,-6,-8,-2,4,-8,-11
274,7,phoenix feather,female,half-blood,Slytherin,235,86,100,65,100,24,72,46,82,75,63,72,89,86.82737754477546,-4,6,6,22,20,8,16,13,2,-10,10,3,3,6,4,-2,14,19,-4,-3,24,2,11,3,-1,0,7,3,0,12,0,11,6,-5,-5,-5,32,7,3,1
275,6,phoenix feather,female,pure-blood,Slytherin,156,90,59,73,100,2,57,35,72,87,56,59,97,97.01603422872722,20,-7,18,3,13,6,19,0,9,4,3,-3,2,18,2,-4,22,0,0,0,-11,12,-7,-5,-2,4,2,6,4,1,5,11,-1,21,-2,2,1,-6,5,-9
276,3,phoenix feather,female,half-blood,Gryffindor,-44,20,38,21,56,42,31,0,35,5,21,21,21,95.09609850938432,6,28,-10,5,-21,17,-6,-1,-11,-11,7,1,0,-4,8,-3,-10,-5,4,7,-49,7,1,-10,22,22,-13,-6,-5,-8,-19,12,-25,-4,7,11,6,2,11,-7
277,2,phoenix feather,male,muggle-born,Ravenclaw,-11,24,28,42,72,16,39,25,51,29,36,45,26,95.83942566532642,26,-7,-1,-6,10,0,-2,-6,0,19,0,8,1,-2,0,20,-3,6,-6,-8,8,-5,5,2,-1,-5,-22,-8,4,-13,1,2,10,10,-17,12,-13,-21,3,-12
278,2,phoenix feather,female,half-blood,Gryffindor,34,33,52,61,100,1,51,24,45,56,48,51,11,98.93285453435965,6,4,2,-6,-7,1,7,-18,7,-3,-3,7,8,-8,4,5,-2,4,3,1,15,-20,-13,4,-5,-4,-3,0,-2,5,5,-18,10,-2,16,4,-11,11,21,9
279,7,phoenix feather,female,half-blood,Slytherin,245,79,68,88,100,53,67,52,73,100,22,58,92,99.8284687464432,-9,16,6,5,21,3,5,23,10,19,9,-11,2,2,-5,13,17,3,2,-2,7,18,13,1,-5,17,5,9,12,11,-4,2,-3,0,8,1,-2,8,15,3
280,2,dragon heartstring,female,half-blood,Hufflepuff,9,21,43,64,90,17,40,8,50,43,39,33,44,89.26472886285171,-11,-7,0,-4,-3,-1,6,13,20,-9,9,-3,-15,-4,4,6,1,1,6,1,-1,-18,-6,19,-1,6,-11,0,-22,1,5,4,-15,19,23,5,-21,-8,15,5
281,7,phoenix feather,female,half-blood,Slytherin,220,89,70,79,100,30,77,42,81,92,71,78,89,79.57760868699073,-3,6,3,17,8,9,6,3,6,-1,7,13,4,5,3,2,0,-20,20,3,1,5,15,3,13,4,3,28,27,-6,5,4,-4,14,25,-12,-2,7,7,-8
282,4,dragon heartstring,female,pure-blood,Gryffindor,-45,16,42,39,73,22,24,0,15,22,3,25,43,54.24704433215706,-16,2,-2,-8,3,7,-10,1,3,-1,-5,-2,9,19,21,12,0,5,-1,-18,-1,-4,3,2,-21,1,-5,-6,-19,-13,-6,5,24,2,5,-11,-4,-9,6,-13
283,4,unicorn hair,female,half-blood,Hufflepuff,25,31,40,47,79,1,54,25,41,45,54,65,20,89.48652768792942,10,6,3,1,1,3,-9,1,-5,-3,3,-19,4,15,9,13,-3,9,-23,-18,-3,-10,-11,24,2,0,6,-5,-1,8,-2,7,7,0,6,-2,-9,-4,5,9
284,4,unicorn hair,male,half-blood,Ravenclaw,96,84,68,61,100,14,54,30,67,47,57,54,54,84.1644953708759,13,9,-12,10,20,-2,4,9,-2,12,18,10,8,1,20,-7,-5,-18,-15,10,1,21,-1,3,-6,4,-3,-3,4,-3,-5,0,-1,-5,23,9,-6,10,-21,-8
285,3,phoenix feather,male,half-blood,Ravenclaw,91,51,61,45,93,7,47,25,68,43,49,39,26,96.06549011659808,16,8,9,-11,2,1,21,-2,-4,11,9,-2,-2,6,-3,-2,3,14,7,1,5,4,-1,-3,1,-3,-9,-15,7,-3,1,0,-15,0,11,13,-1,21,4,-8
286,7,unicorn hair,female,half-blood,Ravenclaw,188,77,42,75,100,46,86,50,66,68,66,88,62,50.59833370877354,4,2,-4,2,-6,1,3,-2,-2,2,6,11,8,8,-2,28,1,9,20,-7,7,-8,3,14,6,6,-9,-3,22,3,-1,-7,3,20,13,3,1,16,13,4
287,3,phoenix feather,male,pure-blood,Ravenclaw,105,83,61,49,100,12,40,37,94,55,44,39,36,78.01506011851846,-3,-4,21,13,8,-1,-21,3,3,-16,-2,20,-1,-5,2,5,10,0,1,3,2,8,10,3,5,5,9,4,-6,-1,9,-9,-3,6,24,4,6,-3,-2,-2
288,1,dragon heartstring,female,muggle-born,Gryffindor,96,88,51,66,92,1,48,33,58,81,47,46,69,78.7730656574738,-6,-2,-3,7,16,11,2,10,-3,15,-3,1,-12,-6,19,-3,4,10,6,13,-18,2,5,-8,-19,2,-1,-3,6,-2,2,4,9,19,-1,3,8,8,-3,7
289,6,unicorn hair,female,pure-blood,Ravenclaw,148,83,67,61,100,10,66,54,51,74,78,62,12,98.00335134495981,6,5,2,-3,26,8,-8,1,10,5,6,2,5,16,0,0,6,2,22,8,22,3,-2,5,-2,3,1,-5,-2,-2,8,20,3,-23,2,2,2,2,-4,-4
290,6,phoenix feather,male,pure-blood,Ravenclaw,148,93,71,77,97,1,76,19,100,81,80,76,30,96.88788837520406,3,10,-1,-13,-1,18,4,-7,15,8,-4,-6,0,2,-5,5,-10,10,8,20,21,1,3,4,6,17,-3,17,-8,15,9,-4,20,-6,2,5,-4,2,-14,9
291,1,dragon heartstring,female,half-blood,Ravenclaw,64,67,71,67,100,7,66,0,66,63,100,63,13,73.98616715957552,1,-17,-1,14,2,1,9,1,8,-1,7,-2,2,0,1,3,-18,3,6,-6,-17,2,-11,10,-1,3,9,18,24,-5,9,0,9,-10,2,7,-5,12,-1,-4
292,1,dragon heartstring,male,half-blood,Ravenclaw,138,87,75,73,100,18,64,45,63,47,82,75,10,91.70413566171192,3,-2,-26,-8,4,-1,3,0,3,14,9,-9,25,5,1,13,52,4,-16,-2,20,7,18,2,15,0,0,1,5,-7,8,-7,8,6,-1,-5,-2,-1,-1,0
293,3,phoenix feather,male,half-blood,Slytherin,-185,6,31,0,51,38,3,0,19,6,4,15,90,88.19209609698862,-7,0,-6,-20,5,-6,-3,0,-7,1,-6,-9,2,-2,-21,-4,-12,-11,-6,-3,-9,-9,-4,3,2,-3,-23,0,-2,-9,-5,-1,-11,-4,-5,7,-5,-6,10,4
294,3,unicorn hair,male,half-blood,Hufflepuff,19,32,32,48,98,7,33,8,59,50,19,27,60,74.55176818289577,-10,-7,-5,1,1,-6,-1,3,-2,2,4,24,6,10,-21,6,8,-3,1,-19,-9,-10,-9,6,6,-1,5,11,9,-8,8,-6,18,-3,7,-3,7,0,-1,0
295,3,phoenix feather,female,half-blood,Slytherin,86,84,65,56,96,6,75,17,62,64,76,77,81,99.07332703414778,7,6,-4,8,-4,0,11,7,-5,-1,-5,2,-5,9,-6,3,6,1,1,10,-10,-1,6,-1,-11,5,8,16,0,-3,-3,3,2,-6,16,0,3,-2,20,3
296,7,dragon heartstring,female,half-blood,Slytherin,70,49,69,49,78,4,46,15,55,47,48,36,86,92.47374214468434,4,-3,1,10,19,8,-17,6,5,1,-1,-1,2,2,-16,-5,-6,0,7,-2,0,1,14,-30,9,-6,-3,23,4,22,7,-1,3,3,-2,8,7,-2,1,-2
297,7,phoenix feather,female,pure-blood,Gryffindor,119,79,42,57,97,17,65,39,86,64,22,66,28,99.2953646075854,1,4,-7,-7,3,15,3,15,4,0,-8,-2,-1,-9,5,1,-14,9,4,2,28,6,-5,-4,0,1,25,9,-2,4,12,5,12,-4,5,12,0,3,12,-18
298,5,unicorn hair,male,pure-blood,Slytherin,-242,12,12,0,45,57,11,0,0,0,28,0,75,87.41156219226113,-6,4,-6,-10,6,-6,-26,-25,-4,-14,-6,21,-17,-1,-18,1,-5,3,-4,-7,-5,-7,-2,-6,-16,-4,-1,-5,-18,-7,-3,-4,-11,-7,4,-1,3,-22,-7,-3
299,2,phoenix feather,female,muggle-born,Gryffindor,1,27,36,45,83,19,45,16,31,23,42,54,13,83.47714341996596,9,-5,-19,7,1,9,-2,-3,1,-15,-7,3,4,-1,4,4,3,9,-2,3,-6,12,5,-2,-1,6,-8,4,-9,6,2,5,-2,-13,7,7,-5,-5,-3,-2
300,6,unicorn hair,male,half-blood,Ravenclaw,127,64,68,57,88,18,72,31,72,65,61,74,33,79.91868261951463,23,5,-6,13,0,9,15,4,2,2,7,-1,5,6,-1,4,4,16,-2,-2,0,-3,-6,-9,5,6,8,28,1,9,-2,6,6,3,-1,-5,-6,-14,0,-2
301,1,phoenix feather,female,pure-blood,Gryffindor,65,75,65,56,73,5,47,23,58,54,46,56,43,98.57806565705687,1,-6,-4,-6,10,9,4,6,12,14,-2,14,-4,1,7,-2,6,5,-12,1,10,-1,-11,0,5,23,0,0,-5,1,-8,-5,2,1,2,0,-5,1,1,0
302,1,unicorn hair,female,half-blood,Gryffindor,9,74,32,25,77,4,33,0,23,27,50,24,23,86.38035679521397,11,-6,-11,13,-8,-4,-1,-9,-9,10,9,2,-4,23,8,-2,-5,8,-9,-7,8,4,4,2,0,1,-9,-3,16,0,-16,-11,10,5,-2,-10,-3,2,3,-1
303,3,unicorn hair,male,half-blood,Ravenclaw,38,20,40,43,76,7,59,0,54,60,61,72,5,94.9694152455777,1,0,0,-3,16,-6,-2,-6,7,-3,-11,2,-1,-28,20,7,-6,26,3,-11,13,-6,-9,3,5,-11,-5,8,2,15,4,8,-16,19,-2,-7,8,8,-7,3
304,1,dragon heartstring,male,half-blood,Gryffindor,77,71,72,46,87,9,78,24,74,50,52,75,28,74.48319411010264,7,1,0,6,-20,11,4,1,26,-20,-2,-16,12,0,-3,2,-6,20,4,-3,9,-8,2,-8,1,-5,11,-16,10,3,23,24,-2,3,-6,-3,8,0,8,-1
305,3,phoenix feather,male,half-blood,Hufflepuff,39,33,44,29,65,6,42,7,48,41,43,37,8,83.51221418759212,10,-24,-8,-1,0,-7,13,-5,-24,-8,7,-6,7,9,5,-2,-11,-17,10,3,-7,10,-1,1,1,6,5,10,12,-10,2,23,-3,9,-7,-6,25,20,5,-7
306,5,dragon heartstring,female,half-blood,Slytherin,197,70,69,75,100,7,68,37,87,81,85,69,80,98.54398627336316,-7,4,28,-18,16,13,6,9,6,2,6,8,3,1,5,9,-2,21,1,8,9,6,-4,15,2,-1,1,6,9,2,7,-2,-4,6,10,1,4,2,-1,10
307,6,unicorn hair,female,half-blood,Ravenclaw,29,33,38,56,87,4,51,2,39,36,53,47,47,92.45946655282751,2,0,9,1,-13,-2,15,-3,23,1,-1,6,-8,-1,-27,-4,-2,-13,2,2,20,6,8,9,-1,0,-23,-2,5,0,5,6,2,-5,3,0,7,3,-5,4
308,3,phoenix feather,male,half-blood,Gryffindor,-79,39,35,29,50,22,24,3,25,26,9,30,19,94.6142663655337,-2,3,10,-4,11,7,2,-10,-19,-3,-6,8,7,3,-8,0,-9,-24,-8,-19,-9,-7,5,5,-3,1,-5,-5,-2,-10,-3,16,6,2,1,-1,4,-3,-17,7
309,6,dragon heartstring,female,half-blood,Slytherin,112,57,61,50,81,22,52,11,83,65,52,77,86,82.03442064781049,-1,7,6,0,-1,3,2,-22,3,10,-3,5,-22,5,3,7,7,1,0,9,0,5,5,-3,12,-4,6,25,20,-2,11,2,-4,6,8,4,4,0,2,-4
310,4,dragon heartstring,male,half-blood,Gryffindor,63,96,70,65,73,3,72,0,44,51,81,59,32,94.77752982638776,21,-8,18,5,0,7,-4,-2,2,-9,9,-9,20,16,-13,10,-1,-2,-6,-12,-1,-3,-2,0,-20,-4,1,-4,7,-26,9,26,8,1,-2,17,8,2,1,3
311,7,unicorn hair,male,half-blood,Hufflepuff,37,11,52,34,99,18,65,10,53,32,90,60,56,97.24732123630781,4,-26,-2,-2,4,-3,7,-11,-17,-3,-2,7,1,-2,10,3,10,0,-7,-7,5,4,9,17,13,23,-1,7,0,3,-2,0,-4,-1,7,-7,-13,17,11,-15
312,5,dragon heartstring,male,pure-blood,Slytherin,-136,24,36,45,58,24,16,0,12,20,30,18,94,89.21552059525982,-25,-8,-24,3,6,2,-2,4,13,7,1,-9,-6,4,6,5,-4,-4,-6,-2,-8,-9,-1,6,-22,-1,-7,-8,0,4,-20,19,1,-3,-16,-12,-14,0,2,-8
313,1,dragon heartstring,male,half-blood,Hufflepuff,120,66,50,59,90,34,63,36,40,61,56,70,59,56.74207220064043,-2,19,1,-5,-4,-5,-3,12,6,20,0,0,8,-5,8,2,5,12,2,12,2,-7,-2,-6,0,7,-1,4,-11,3,5,5,-9,1,25,2,-4,9,12,2
314,3,dragon heartstring,male,half-blood,Gryffindor,167,85,56,71,100,25,85,26,74,76,50,13,67,89.9028949123598,-1,4,19,31,7,2,-13,14,10,3,5,-6,-3,-1,2,10,-8,15,3,-22,7,-15,-4,-1,-1,5,20,11,1,0,-6,3,2,19,6,8,22,8,-2,13
315,1,dragon heartstring,female,pure-blood,Slytherin,131,33,71,78,93,9,52,42,70,57,47,53,88,89.69056158146248,-1,7,2,11,0,9,-3,0,-1,-8,7,-2,7,-4,-1,-5,16,5,-2,11,-1,0,5,-2,-13,20,1,6,6,0,0,9,-8,13,21,3,6,13,2,2
316,4,dragon heartstring,male,muggle-born,Ravenclaw,68,67,53,48,100,13,58,25,66,48,57,61,62,97.64255154295824,8,-14,-5,8,3,-2,-18,-19,-8,-4,22,9,20,-7,-6,-2,1,-11,-9,-14,26,2,1,7,5,2,-5,13,2,12,1,6,6,3,9,13,-8,-2,1,22
317,6,unicorn hair,female,pure-blood,Slytherin,116,72,64,71,100,8,63,15,72,47,69,45,85,94.09432435058989,-4,4,-1,2,2,10,4,-3,-1,0,-3,-3,8,-2,-3,1,5,7,3,-2,-8,10,6,23,6,6,2,8,5,-1,-2,20,6,9,4,4,5,9,-6,-14
318,4,phoenix feather,male,half-blood,Slytherin,-177,19,28,16,50,52,0,0,13,36,3,0,100,94.21460212906823,-5,8,1,0,-8,-12,-4,-23,1,-22,2,-7,5,6,3,1,-18,-16,-2,-10,9,-4,-3,-2,-12,-4,-8,-13,2,-5,1,-21,1,2,-1,-8,6,-1,-13,-3
319,4,dragon heartstring,female,half-blood,Ravenclaw,97,83,55,43,69,18,56,18,31,59,56,48,48,95.0158601704591,9,10,0,-9,7,-10,3,4,-9,9,21,-8,0,-2,9,-24,10,9,-14,-14,6,4,-3,21,10,-8,7,6,0,0,6,10,15,-8,19,0,5,-4,6,4
320,5,dragon heartstring,male,pure-blood,Ravenclaw,98,81,46,53,83,11,26,12,50,47,48,26,25,96.53485308517702,-2,8,1,-22,6,-3,4,0,19,14,3,6,2,3,-8,-23,18,9,4,-11,-26,7,5,11,1,8,5,3,3,4,2,0,1,20,-4,-30,25,6,4,25
321,7,unicorn hair,female,pure-blood,Slytherin,101,73,54,50,77,6,47,40,60,80,48,32,80,88.83577784343049,5,-7,26,0,-19,8,3,0,1,4,9,10,-1,9,-6,18,5,-2,7,0,1,2,7,2,0,-12,0,-5,9,3,7,-2,9,4,14,1,-1,6,1,-15
322,4,dragon heartstring,male,half-blood,Slytherin,-127,5,4,26,75,2,31,0,8,44,22,29,72,93.47870323108509,1,14,-3,23,5,0,2,-20,-1,-17,19,-22,0,-4,2,-4,4,-5,-4,-14,-25,-21,-7,-5,-14,-9,-3,12,4,4,-3,-16,5,-10,-5,-3,-9,3,-5,4
323,4,phoenix feather,female,half-blood,Hufflepuff,69,48,46,45,74,2,53,22,52,55,52,68,36,80.30718357872932,-2,1,-5,4,-2,-1,2,-1,0,-3,5,7,8,5,0,21,2,3,-2,8,-5,-2,4,3,-4,4,-24,7,4,-2,-10,5,3,-5,7,18,0,20,-3,-1
324,4,dragon heartstring,male,half-blood,Slytherin,-191,0,33,-0,38,41,2,0,5,14,6,12,100,90.09389820841264,-11,-12,-17,-6,3,-10,-4,-6,2,2,-24,-17,-33,0,23,6,-2,-2,-9,2,-4,5,-11,-10,-17,-3,2,-8,-6,-1,2,-7,4,2,-1,0,-8,-4,-3,-8
325,3,phoenix feather,male,muggle-born,Ravenclaw,148,81,66,65,100,20,75,15,61,73,89,76,12,99.93441707338206,11,9,-8,2,1,-4,6,20,4,9,-5,8,19,22,6,-15,-4,3,-5,-5,20,7,4,17,15,22,5,-1,1,-4,-12,-4,-4,9,4,-5,4,-8,-1,5
326,4,unicorn hair,female,half-blood,Ravenclaw,45,67,53,55,80,5,52,24,39,47,51,44,15,96.9818158926543,-2,2,-4,-6,-1,3,-10,22,-16,8,4,-2,28,-7,7,-5,1,-23,5,4,1,6,9,9,-7,5,5,13,5,0,-7,-3,12,4,10,0,-14,-13,-3,5
327,6,phoenix feather,male,half-blood,Slytherin,3,22,37,46,76,16,36,0,30,54,41,37,90,90.46678931916722,0,6,-1,3,3,12,-6,1,6,5,23,2,-2,1,-21,3,22,4,-6,-6,-11,-8,1,-12,-3,6,-2,-24,-7,10,-1,-9,0,3,1,-6,9,7,2,-2
328,7,phoenix feather,female,half-blood,Gryffindor,62,57,24,45,77,13,55,0,24,62,55,44,41,88.62191381683931,11,-1,19,23,1,-6,-5,-5,11,-1,-3,-7,5,21,-1,-1,9,3,1,5,-22,-3,2,-3,8,0,3,23,-7,6,-3,0,-6,5,-18,-9,-5,9,-8,11
329,2,dragon heartstring,male,pure-blood,Slytherin,-207,4,15,18,61,51,3,0,4,8,9,0,76,94.78264539502561,-8,-13,-22,0,-5,-7,-2,-6,-7,-2,-4,0,0,-7,-16,-12,-16,-8,5,-9,10,0,0,-8,-13,0,4,-8,17,-2,-1,-28,3,2,-1,-14,-9,-6,-7,-7
330,6,phoenix feather,female,half-blood,Gryffindor,39,18,38,40,69,13,43,9,54,70,42,53,40,84.22192018531621,-11,-11,-4,5,-3,7,-2,-5,-8,5,-2,-5,5,10,19,2,1,-4,-11,4,-3,4,1,0,7,7,-5,17,-2,24,0,3,-2,3,6,-2,2,3,-3,-13
331,1,unicorn hair,male,half-blood,Hufflepuff,65,33,53,57,79,19,55,24,46,44,56,54,2,89.33165872056395,12,26,-4,3,2,9,14,-1,19,-3,7,-19,8,-2,0,1,2,6,6,4,3,-10,0,-13,-1,-2,4,-12,6,-5,0,0,6,7,-3,1,-19,-1,10,4
332,1,unicorn hair,male,muggle-born,Gryffindor,-41,13,40,33,58,2,41,17,22,43,42,42,67,97.61212617693894,-20,10,0,7,0,7,5,3,-21,13,9,-1,1,-4,2,-7,-2,-1,11,-10,-29,-5,-12,-14,6,2,0,5,0,7,0,-1,-3,8,4,2,-8,-2,-3,0
333,4,dragon heartstring,female,half-blood,Gryffindor,-47,10,31,44,79,45,30,0,24,38,27,29,51,63.47262235533263,-5,-14,-8,8,-6,-3,10,-6,8,8,-4,4,8,7,1,-5,-2,-19,20,-2,3,1,-2,-9,-23,-6,2,6,-2,2,2,-3,-9,-1,-1,-22,22,4,-20,9
334,1,unicorn hair,male,half-blood,Gryffindor,84,21,59,65,70,1,46,48,64,58,46,44,47,76.65746309942924,-4,21,0,6,0,-5,12,-2,-1,-9,2,5,31,13,6,25,2,-23,-2,10,5,25,3,-14,1,0,-7,6,6,-6,-3,-2,-3,-1,-13,13,-12,-2,3,-2
335,6,dragon heartstring,female,half-blood,Slytherin,122,87,72,60,93,4,48,9,73,52,50,49,90,10.435813903471796,7,5,-2,9,17,10,-4,4,1,5,-1,-1,4,3,4,8,-5,2,25,7,20,8,5,6,-13,-8,-12,3,6,6,1,10,-10,2,2,6,17,-1,-21,-3
336,7,unicorn hair,female,pure-blood,Gryffindor,61,46,50,49,88,12,60,16,53,58,60,78,57,94.98583288514055,16,6,20,4,-6,-3,-4,1,-16,4,10,-2,-9,-2,2,-6,4,4,-2,-1,-8,11,1,8,-7,11,-9,-10,7,-1,24,21,-1,-23,-5,7,23,-1,-18,11
337,3,phoenix feather,female,half-blood,Gryffindor,47,84,36,59,96,1,52,14,53,35,51,51,55,99.98052583541721,6,6,9,-4,2,8,-9,-22,1,-8,11,16,1,11,-3,7,8,3,4,21,1,0,-6,-7,-1,2,3,1,11,2,-22,-2,-3,-1,2,15,-17,-16,10,7
338,6,unicorn hair,female,pure-blood,Slytherin,114,69,60,67,100,1,62,30,67,82,65,62,74,85.38850125676379,2,-24,2,-6,2,-8,-4,1,24,14,10,-8,11,1,6,-6,2,1,3,18,4,4,0,0,13,9,4,-1,19,4,7,-9,2,17,1,-3,8,-4,16,-18
339,5,phoenix feather,female,half-blood,Gryffindor,1,45,56,37,77,20,40,0,35,26,43,47,30,83.19708390679568,5,-3,8,8,4,-5,9,5,4,8,1,3,-5,11,-1,-5,-10,-13,-3,-3,-6,6,-9,1,12,6,-1,25,-1,13,-2,-3,-2,-4,-3,5,-1,-26,-25,-2
340,4,phoenix feather,male,half-blood,Ravenclaw,134,58,62,53,94,25,73,27,65,64,82,69,59,96.78675358981162,-17,2,-12,3,-1,-10,3,5,15,-2,0,7,23,13,1,-5,-7,16,7,7,10,9,24,12,7,-12,9,19,-2,1,3,5,18,-3,1,5,2,-1,-22,1
341,1,dragon heartstring,male,half-blood,Hufflepuff,11,22,48,36,80,15,39,8,35,54,0,14,10,99.61194614879787,1,9,-20,-20,-6,-1,0,4,-18,1,-5,-6,9,-2,-28,-26,-1,15,2,-6,-3,1,15,6,-2,20,11,-1,1,11,3,5,18,8,9,-3,6,0,-4,8
342,4,phoenix feather,male,pure-blood,Slytherin,-122,13,31,30,71,31,7,0,31,30,0,28,90,93.76668162294663,-11,-13,-7,-24,7,18,0,-11,5,-8,-4,8,6,8,1,-11,-5,9,-1,-6,-11,-1,16,1,-26,-3,3,-2,2,-4,-23,1,3,-14,-6,-2,-1,-1,-13,-2
343,4,dragon heartstring,male,half-blood,Ravenclaw,182,85,60,78,100,29,81,30,74,96,56,80,67,97.52015613665407,2,0,22,-1,5,3,3,-2,3,-5,25,-4,4,9,-8,4,2,2,8,5,-12,22,0,0,15,4,3,3,5,13,-3,13,9,5,8,2,9,2,2,5
344,2,phoenix feather,male,half-blood,Gryffindor,147,69,68,74,100,29,63,46,59,60,55,66,25,34.48038117862015,1,-15,-8,-5,20,5,7,12,2,1,1,7,2,9,2,2,-2,1,-5,28,5,7,-1,2,-3,-1,6,17,0,-3,3,-1,17,6,12,4,7,11,-7,1
345,6,phoenix feather,female,half-blood,Slytherin,59,61,47,62,84,5,64,12,23,53,83,72,80,83.49911613675192,6,7,7,1,4,-2,-7,6,7,17,-1,3,1,0,1,13,12,5,4,3,3,6,2,-5,-27,2,-1,3,4,-16,-8,10,-2,2,7,-1,-6,0,-4,3
346,5,dragon heartstring,female,half-blood,Ravenclaw,60,28,47,41,84,17,67,14,63,55,52,72,5,99.05434533720836,5,6,-1,10,2,6,4,7,-2,-22,20,-15,7,0,-4,-1,-11,-2,-13,-6,7,7,-8,15,7,-2,10,2,4,7,-3,22,-3,-13,11,6,0,2,2,-3
